index,source,target
356,"{/c}現在表示中の章です。
切り替えできません。
",
357,{/c}クエストに出発します。,
358,{/c}処理に失敗しました。,
359,{/c}クエストスタート準備中。,
360,"{/c}クエスト出発準備状態になります。
一度決定するとキャンセルできません。
よろしいですか？
",
361,"{/c}{c02}You might need to move
between Worlds & Lands{/c}
Are you sure?",
362,"{/c}＜入団希望の登録にあたって＞
猟団への入団希望の登録を行います。
条件を設定して登録をすると、
猟団長からショートメールやチャットで
猟団への勧誘をうけることができる
「入団希望一覧」に表示されます。

ステキな猟団との出会いがありますように！

{c05}＜ご注意＞{/c}
・登録後、２ヵ月以上ログインしないと、
自動的に登録が解除されます。
・登録後、いずれかの猟団に加入申請
すると、自動的に登録が解除されます。",
363,"{/c}すでに猟団に加入されているため、
入団希望の登録を行うことはできません。",
364,"{/c}「設定なし」の項目があるため、
登録を完了できません。
全ての項目を設定してください。",
365,"{/c}＜入団希望の登録解除について＞
入団希望の登録解除を行います。
解除をすると「入団希望一覧」に
表示されなくなります。

入団希望の登録解除を行いますか？",
366,{/c}入団希望の登録を解除しました。,
367,{/c}入団希望の登録が完了しました。,
368,{/c}条件に一致する登録者がいません。,
369,"{/c}＜入団希望一覧について＞
ここから猟団の入団希望一覧を確認できます。
入団希望一覧からは、猟団員になって欲しい
ハンターを探し、そのハンターにショートメールを
送ったり、お互いログイン中であればチャットで
猟団への勧誘をすることができます。

ステキな猟団員との出会いがありますように！

{c05}＜ご注意＞{/c}
・ショートメールやチャットは、
繰り返し送信したりしないよう
節度をもって行ってください。
・ショートメールやチャットを送る時には、
MHF利用規約を遵守してください。",
370,"{/c}すでに登録済みのため、
入団希望の登録を行うことはできません。",
371,"{/c}入団希望の登録を行っていないので、
登録を解除することはできません。",
372,"{/c}猟団に加入していないので、
猟団部屋に入ることができません。",
373,"{/c}まだ猟団部屋が存在しないので、
猟団部屋に入ることができません。",
374,"{/c}猟団に加入していないので、
ポイントを寄付することはできません。",
375,"{/c}猟団に加入していないので、
猟団イベント支援を行うことができません。",
376,"{/c}同盟は猟団長しか作成することが
できません。",
377,"{/c}同盟に加入申請中か、すでに同盟を作成
または加入しているため使用できません。",
378,"{/c}猟団ランクが不足しているので、
同盟を作成することができません。",
379,"{/c}装飾品の回収先がいっぱいです！
このまま強化をすると
装飾品を失ってしまいますが
強化を続けてよろしいですか？",
380,"{/c}{c05}注意{/c}

狩猟技昇段試合会場では
ラスタはクエストに参加することができません。
パートニャーはクエストに参加することができません。
ホルクはクエストに参加することができません。
フィーチャー ウェポンは、無効です。
秘伝食事効果は、無効です。
",
381,"{/c}ジャンプ先が【狩猟技昇段試合会場】のため
ジャンプできません。",
382,{/c}Update your subscription?,
383,{/c}Subscription updated.,
384,"{/c}Subscription update failed.
Please, try again after a while.",
385,"{/c}Subscription could not be updated.
Please, re-log in to update it.",
386,{/c}【狩猟技昇段試合会場】では使用できません。,
387,{/c}契約金が不足しています。,
388,"{c05}この操作を行なうと指定のシジルは失われます。
{/c}「はい」を選択すると、即座にシジルデータは　
消去されます。操作を取り消すことはできません。
また、消去されたシジルデータは復旧することは
できません。　　　　　　　　　　　　　　　　　
よろしいですか？",
389,"{/c}装飾品の回収先がいっぱいです！
アイテムボックスに空きを作ってください",
390,"{/c}{c05}注意{/c}

１度焼き付けたシジルを取り外すには、
専用のアイテムが必要になります。

一部レベルの無い武器については
例外としてアイテムは不要となります。

よろしいですか？",
391,"{/c}{c05}注意{/c}

一度焼き付けたシジルの取り外しには、
専用のアイテムが必要になります。

一部レベルの無い武器については
例外としてアイテムは不要となります。

また、上書きして焼き付ける場合、
古いシジルは無くなり、
二度と使用できなくなります。

よろしいですか？",
392,"{c05}Ｇｚの所持できる上限を超えようとしています。　
{/c}選択されたアイテムの売却を行った場合、　　　　
超過分のＧｚは失われます。　　　　　　　　　　


{c05}この操作を行なうと指定のアイテムは失われます。
{/c}「はい」を選択すると、即座に武具データは　　　
消去されます。操作を取り消すことはできません。
また、消去された武具データは復旧することは　　
できません。　　　　　　　　　　　　　　　　　
よろしいですか？",
393,"{c05}Ｇｚの所持できる上限を超えようとしています。　
{/c}選択されたアイテムの売却を行った場合、　　　　
超過分のＧｚは失われます。　　　　　　　　　　


{c05}この操作を行なうと指定のアイテムは失われます。
{/c}「はい」を選択すると、即座にアイテムデータは　
消去されます。操作を取り消すことはできません。
また、消去されたアイテムデータは復旧することは
できません。　　　　　　　　　　　　　　　　　
よろしいですか？",
394,"{c05}Ｇｚの所持できる上限を超えようとしています。　
{/c}選択されたアイテムの売却を行った場合、　　　　
超過分のＧｚは失われます。　　　　　　　　　　


{c05}この操作を行なうと指定のシジルは失われます。
{/c}「はい」を選択すると、即座にシジルデータは　
消去されます。操作を取り消すことはできません。
また、消去されたシジルデータは復旧することは
できません。　　　　　　　　　　　　　　　　　
よろしいですか？",
395,"{/c}Course effects to increase attack
and ""Halk Pot"" effects does not
apply to this Quest.",
396,"{/c}このクエストはプーギーやホルクなどの
同行が無効になります。",
397,"{/c}このクエストはコース効果による
攻撃力の向上、及び元気のみなもとの
効果が適用されません。


このクエストはプーギーやホルクなどの
同行が無効になります。",
398,"{c05}ご注意！

{/c}現在のお客様のコースでは
このサービスのご利用はできません。
{c02}ハンターライフコース{/c}に変更しますか？

会員ランクを変更する{c05}（ブラウザ起動）{/c}
閉じる

{c05}コースを変更された場合は、
ゲームを終了して再ログインして下さい。",
399,"{c05}ご注意！

{/c}現在のお客様のコースでは
ＨＲ５以上のサービスのご利用はできません。
{c02}ハンターライフコース{/c}に変更しますか？

会員ランクを変更する{c05}（ブラウザ起動）{/c}
閉じる

{c05}コースを変更された場合は、
ゲームを終了して再ログインして下さい。",
400,"You won't be able to operate the game
during the upload process.
Continue?",
401,"{/c}≪%s≫
Claiming【%s】.
Are you sure?
Receiving Amount：%d Total",
402,"{/c}受取可能な全ての
≪%s≫を受取ります。
よろしいですか？
受取り個数：%d個",
403,"{/c}≪%s≫を
%d個受取りました。

{k01}閉じる",
404,"{c05}アイテムボックスに空きがありません。

{k01}閉じる",
405,"{c05}何らかの異常で受取りできませんでした。

{k01}閉じる",
406,{/c}カプリンクの特典受け取りを行います。,
407,"{/c}特典は、受け取りに来た
キャラクターの所持する
アイテムボックスへ送られます。

よろしいですか？",
408,"{c05}受取可能な特典はありません。


{k01}閉じる",
409,{c05}There are no items to be claimed.,
410,"{/c}条件達成により特典を
受け取ることができます。

受け取りますか？",
411,{c05}Receipt deadline has passed.,
412,{c05}Cannot be claimed again.,
413,"{c05}Warning！
Benefits will be sent to the
{c02}Temp Storage{/c} as there's no space to recieve them.

{c05}Items
{c02}Free some space in the Item Box
to be able to receive it again.
{c05}Points
{c02}Make sure you are able to receive
any more points and try again.

Item and Points can be {c02}receipt within the deadline{/c}.
",
414,{c05}Successful received the benefits.,
415,"{c05}Item Claim Confirmation
<Items, Weapons and Armors>
will be sent to the {c02}Item Box{/c}.

<Points> and <Box Expansions>
will be given to the hunter.

{c05} <Premium Gacha Coins> {/c}
{c05} <Trial Gacha Coins> {/c}
{c05} <Frontier Points> {/c}
will be granted to your account.

For {c02}Items and Armor,
when the Item Box is full,
the reward will not be received. {/c}
Do you want to claim the reward?",
416,{/c}カプトモ登録を完了しました。,
417,{/c}本当に無視していいですか？,
418,{/c}無視しました。,
419,"{/c}毎日特典を獲得しますか？ 

{c05}利用権の更新が行われていない場合、
{c05}正しく特典が獲得できない場合があります。
",
420,"{/c}公式サイト上に設置されている、
{/c}対象情報を表示します。
{c05}(ブラウザを起動します)",
421,"{c05}お知らせ
一時保管アイテムが有ります。
＜アイテムや武器・防具＞は
{c02}アイテムボックス{/c}に送られます。

＜ポイント＞はキャラクターに付与されます。

{c05}＜きんぴか小判Ｇ＞{/c}
{c05}＜おためし小判Ｇ＞{/c}
{c05}＜フロンティアポイント＞{/c}
はアカウントに付与されます。

{c02}アイテムや武具の場合
アイテムボックスがいっぱいだと
アイテムが送信されませんのでご注意下さい。{/c}",
422,"{c02}条件を満たしていないため
報酬をもらう権限がありません。
{/c}詳細を確認します。",
423,{/c}この会話から退室しますか？,
424,{/c}退室しました。,
425,{/c}11桁のカプトモパスを指定してください。,
426,{/c}すでに対象を無視設定しているので実行できません。,
427,{/c}対象の情報が取得できないため実行できません。,
428,{/c}文字数が上限を超えました。,
429,{/c}無効なカプトモ申請です。,
430,{c05}No claimable items.,
431,{c05}No claimable subscriptions.,
432,{/c},
433,{/c},
434,{/c},
435,{/c},
436,{c05}課金条件が一致しません。,
437,{c05}HRが一致しません。,
438,{c05}SRが一致しません。,
439,{c05}GRが一致しません。,
440,{c05}受取条件が一致しません。,
441,{c05}受取条件を満たしていません。,
442,{/c}Set this goal?,
443,"{/c}既に猟団目標が設定されています。
新たに設定するためには目標を達成するか、
設定中の目標を取り消してください。",
444,"{/c}猟団目標の設定は
{c05}猟団長{/c}もしくは{c05}副猟団長{/c}しかできません。",
445,"{/c}{c05}猟団目標とは？{/c}

猟団メンバー全員が協力して
ひとつの目標達成を目指します。
目標を達成することで、ギルドから
猟団支援効果を受け取ることができます。

達成後すぐに次の目標を始めることができるので、
精力的に挑戦しましょう！",
446,{/c}開催されていません。,
447,"{/c}利用権購入ページを表示します。
{c05}（ブラウザを起動します）
{/c}
{c02}※ここからは武具などの詳細性能を
確認することができません。
性能につきましては、ゲーム外のブラウザ
または武具工房などでご確認ください。{/c}
",
448,"{/c}{c05}ご注意！{/c}
購入したコースの適用や
武具の受取を行うためには、
「{c02}利用権情報の更新{/c}」を行う必要があります。
{c05}※通信状況により、更新を行っても
反映されない場合があります。
その際は時間をおいて、再度お試しください。{/c}
",
449,"{/c}{c05}猟団支援効果とは？{/c}

猟団支援効果は猟団部屋から出発した
クエストで発揮されます。
最大で10件まで受け取ることができますが、
同一効果はレベル10が上限です。

支援効果を貯めて、猟団の結束力を高めましょう！",
450,{/c}報酬を受け取りました。,
451,{/c}報酬を受け取れませんでした。,
452,"{/c}猟団トレジャー
メニューに戻りますか？",
453,"{/c}お宝発見報告
メニューに戻りますか？",
454,"{/c}このお宝を探しに行くのを
止めますか？",
455,"{/c}探しに行くお宝を
これに変更しますか？",
456,"{/c}猟団トレジャー隊出発します。
よろしいですか？",
457,"{c05}アイテム≪%s≫を%d個使用して
戻り時間をスキップします！！

よろしいですか？",
458,"{c02}戻り時間をスキップするためには
アイテム≪%s≫が%d個必要です。",
459,{/c}Hire this Felyne?,
460,{/c}Confirm Name?,
461,{c02}サーバーとの通信に失敗しました,
462,"{c05}！！疲労度の高いパートニャーがいます！！

{/c}猟団ポイントを消費して
パートニャーの疲労度を回復しましょう。
{/c}
{c05}消費ポイント　　　%d(%dx%d匹)
{/c}
{c06}所持猟団ポイント　　　%d
{/c}
猟団ポイントを消費して出発しますか？",
463,"{/c}ハード制限により選択した
ワールドへの移動はできません。",
464,"{/c}指定した猟団ポイントを使用して
アクティブカウントを補填します。

よろしいですか？",
465,{/c}アクティブカウントの補填が完了しました。,
466,{/c}アクティブカウントの補填に失敗しました。,
467,"{c02}不正な処理が検出されました。

お問い合わせください。",
468,"{/c}ランドへ移動(別の広場)

ワールドへ移動(別の区画)

クエストボードへ移動

求人板へ移動

マイハウスへ移動

武具工房へ移動

{c05}くじを引きに行く{/c}

猟団部屋へ移動

 {/c}{k00} 決定    {k01} 戻る
",
469,"{/c}ランドへ移動(別の広場)

ワールドへ移動(別の区画)

クエストボードへ移動

求人板へ移動

マイハウスへ移動

武具工房へ移動

{c05}くじを引きに行く{/c}

 {/c}{k00} 決定    {k01} 戻る
",
470,{/c}ゲーム招待は１日に１回しか送信できません,
471,{/c}カプトークの最大参加人数を超えています,
472,"{/c}復帰区利用期限がきれました。
復帰区以外のメゼポルタ広場をご利用ください。",
473,"{c05}Move to Return World?

{/c}There are exclusive content access
available in the Return World for:
{c04}・Returning Hunters
{c04}・New Hunters",
474,{/c}復帰区を利用する権限がありません,
475,{/c}復帰区でクエストを受注する権限がありません,
476,"{/c}このワールドではＧ級昇格試験を受注できません。
Ｇ級クエストが受注できるワールドに移動して、
再度Ｇ級受付嬢に話しかけてください。",
477,"{c05}Item Claim Confirmation{/c}
{/c}＜Item＞{/c}
will be sent to the{c02}Item Box{/c}.

＜Point＞ will be given to your character.

{c05}＜Premium Gacha Coin＞{/c}
{c05}＜Trial Gacha Coin＞{/c}
{c05}＜Frontier Point＞{/c}
will be granted to your account.

{c02}Please note that
Items won't be received if
the Item Box is full.
{/c}Would you like to claim it?",
478,"{/c}きんぴか小判Ｇが不足していますので、
このサービスのご利用はできません。

きんぴか小判Ｇを別途ご購入いただく事で
サービスを利用する事ができます。

購入する{c05}（ブラウザ起動）{/c}
Webで詳細{c05}（ブラウザ起動）{/c}
閉じる

{c05}きんぴか小判Ｇをご購入された場合は、
ハリセンネコもおしくは広場入口のガイドから
「利用権情報の更新」を選び
きんぴか小判Ｇを受け取ってください。{/c}",
479,"{c05}Ｇ遷悠クエスト{/c}の報酬１０枠確定ブーストが終了しました。
これより、クエスト報酬は３枠⇒２枠⇒１枠となります。 
ブースト回数は{c05}『毎日特典』{/c}の獲得でチャージされます。

{c05}先行狩猟チケット{/c}を消費するクエストや、
{c05}狩人応援コース{/c}利用時は、１０枠確定で報酬が受け取れます。",
480,"{c05}遷悠クエスト{/c}の報酬１０枠確定ブーストが終了しました。
これより、クエスト報酬は３枠⇒２枠⇒１枠となります。 
ブースト回数は{c05}『毎日特典』{/c}の獲得でチャージされます。

{c05}先行狩猟チケット{/c}を消費するクエストや、
{c05}狩人応援コース{/c}利用時は、１０枠確定で報酬が受け取れます。",
481,{c05}No available subscriptions to be claimed.,
482,"{c05}レジェンドラスタ２人と契約が可能です。{/c}

アシストコース、または狩人応援コースの
有効期間中は、
レジェンドラスタ２人と契約することができます。",
483,"{/c}契約順番により、
メインＬラスタ、サブＬラスタで分けられ、
メインＬラスタで登録されているレジェンドラスタが
優先して同行します。",
484,"{c05}契約順は、レジェンドラスタメニューの
「契約順を変更する」から変更できます。

レジェンドラスタの解約は、
レジェンドラスタ受付、または
レジェンドラスタメニューより行えます。",
485,"{c05}ご注意！

{/c}受け取ったコースの適用を行うため、
「{c02}利用権情報の更新{/c}」を行います。

{c05}※通信状況により、更新を行っても
反映されない場合があります。
その際は時間をおいて、再度お試しください。",
486,"{c05}受取確認

{/c}この効果は＜アカウント＞に付与されます。


{c05}%s


{/c}受け取りますか？",
487,"{c05}内容の確認

{/c}下記を受け取りました。

{c05}%s
{/c}%s

{/c}有効期限は「個人ステータス＞課金情報」
または「個人ステータス＞その他」でも
確認できます。",
488,"{c05}ご注意！

{/c}下記のコースが有効です。

{c05}%s
{/c}%s

{/c}上記の有効期限が切れてから
もう一度お受け取り下さい。",
489,"{c05}ご注意！

{/c}受け取った猟団ポイントは、
再ログイン後に反映されます。",
490,"{c05}ご注意！

{/c}公認ネットカフェから接続しているので、
受け取ることが出来ません。

公認ネットカフェ以外から接続して
もう一度お受け取り下さい。
",
491,"{c05}受取確認

{/c}この効果は＜キャラクター＞に付与されます。
また、この効果は{c02}受け取った後すぐに{/c}発動します。
{c02}※「後で発動」は出来ません！

{c05}%s

{/c}受け取りますか？",
492,"{c05}内容の確認

{/c}下記を受け取りました。

{c05}%s
{/c}%s

{/c}有効期限は「個人ステータス＞ポイント等」で
確認できます。",
493,"{c05}お知らせ

{/c}一時保管されている利用権が有るので受け取ります。
受け取ったコースの適用を行うため、
「{c02}利用権情報の更新{/c}」を行います。

{c05}※通信状況により、更新を行っても
反映されない場合があります。
その際は時間をおいて、再度お試しください。

{c02}※利用権が重複している場合には、効果が延長されません。
十分にご注意ください。",
494,"{c05}ご注意！

{/c}下記の効果が有効です。

{c05}%s
{/c}%s

{/c}上記の有効期限が切れてから
もう一度お受け取り下さい。",
495,"{/c}調査依頼書を達成していません。

{c05}※新しい依頼書は現在の依頼書を完了
しないと入手することはできません。",
496,"{/c}指定した猟団ポイントを寄付します。

{c05}※上限に達していた場合は差額が返却されます。

※期間中に依頼書を入手できなかった場合、
寄付された猟団ポイントは返却されます。

{/c}よろしいですか？",
497,"{/c}新規・復帰ハンターの皆さまへ

こちらのメニューより
＜新規チュートリアル＞をご覧になりたい場合は、
{c05}＜復帰区＞へ移動して{/c}
{c05}＜復帰区チュートリアル＞を終えてから{/c}
もう一度選んでください。
",
498,"{c05}猟団狩人ブーストを発動させますか？
{/c}発動させると６０分間、
猟団員全員の猟団狩人珠
獲得量が上昇します。",
499,"{c05}猟団狩人ブーストを
発動させることができません。
{/c}「猟団狩人珠の情報」から発動可能に
なるまでの時間を確認できます。",
500,"{c05}現在、猟団狩人ブーストは発動中です。
{/c}「猟団狩人珠の情報」から
残り時間を確認できます。",
501,"{c05}猟団狩人ブーストを
発動させることができません。
{/c}猟団狩人ブーストを発動できるのは
猟団長か副猟団長だけです。",
502,{/c}調査依頼書を全て達成しました。,
503,"{c05}アイテムボックスがいっぱいです。
整理してから、再度報酬を受け取ってください。",
504,{/c}異なるポータルのカプトモパスは入力できません。,
505,{/c}この猟団への加入を承諾しますか？,
506,"


{/c}上記のハンターを猟団に勧誘します。
よろしいですか？",
507,{/c}猟団への加入を承諾しますか？,
508,"




{/c}このハンターに対する勧誘を取り消します。
よろしいですか？

{c05}※取り消しの際、相手に通知のメールが送られます。",
509,"{/c}猟団への勧誘に失敗しました。

{c05}※自分が猟団に加入していません。",
510,"{/c}猟団への勧誘に失敗しました。

{c05}※「猟団に勧誘」を行う権限がありません。",
511,"{/c}猟団への勧誘に失敗しました。

{c05}※このハンターはすでに猟団に加入しています。",
512,"{/c}猟団への勧誘に失敗しました。

{c05}※このハンターは現在猟団に勧誘中です。",
513,"{/c}猟団への勧誘に失敗しました。

{c05}※勧誘できるハンターが最大数に達しています。",
514,"{/c}猟団への勧誘に失敗しました。

{c05}※相手にメールが送れない状態にあります。",
515,"{/c}猟団への勧誘に失敗しました。

{c05}※通信状況を確認し、もう一度行ってください。",
516,"{/c}勧誘への返答に失敗しました。

{c05}※この勧誘は無効になっています。",
517,"{/c}猟団への加入に失敗しました。

{c05}※既に猟団に加入しています。",
518,"{/c}猟団への加入に失敗しました。

{c05}※猟団側に確認を行ってください。",
519,"{/c}勧誘への返答に失敗しました。

{c05}※通信状況を確認し、もう一度行ってください。",
520,"{/c}猟団への加入に失敗しました。

{c05}※現在、猟団に加入することができません。",
521,"{/c}勧誘の取り消しができませんでした。

{c05}※既に返答が行われている可能性があります。",
522,"{/c}勧誘の取り消しができませんでした。

{c05}※勧誘取り消しの権限がありません。",
523,"{/c}勧誘の取り消しができませんでした。

{c05}※勧誘取り消しの権限がありません。",
524,"{/c}勧誘の取り消しができませんでした。

{c05}※通信状況を確認し、もう一度行ってください。",
525,"{/c}権限の変更に失敗しました。

{c05}※猟団長でなければ変更ができません。",
526,"{/c}権限の変更に失敗しました。

{c05}※対象者はすでに猟団員ではない可能性があります。",
527,{/c}猟団に勧誘しました。,
528,{/c}猟団への加入を承諾しました！,
529,{/c}猟団への加入を辞退しました。,
530,{/c}猟団への勧誘を取り消しました。,
531,"{/c}景品は「一時保管庫」に保管されています。
今すぐ景品をアイテムボックスに送りますか？

{c05}※景品はいつでも「一時保管庫」メニューから受け取れます。{/c}",
532,{/c}変更を反映しますか？,
533,"{c05}復帰猟団（入団と構成）
{/c}
・{c05}復帰ハンターのみ{/c}で構成される猟団です。　　　　　　　
・団長・副団長はなく、{c05}全員が団員{/c}の気軽な猟団です。　　
・ハンターのランクに合わせて{c05}ＨＲ{/c}か{c05}Ｇ級{/c}に分かれます。　
・猟団員は{c05}３０名{/c}です。　　　　　　　　　　　　　　　　
・退団・再加入は{c05}自由{/c}にできます。　　　　　　　　　　　
・退団のペナルティーはありません。　　　　　　　　　　
・団員に空きができても、新たな団員が補充されます。　　
・復帰ハンターの条件が切れれば{c05}自動退団{/c}です。　　　　　
",
534,"{c05}復帰猟団（特典）
{/c}
・最初から{c05}猟団部屋（Lv.3）ランク14相当{/c}の機能が使えます。 　　 
・通常の猟団ポイント(ＲＰ)に加え、{c05}10分で1ＲＰ{/c}たまります。 　　
・専用の{c05}復帰猟団チャット{/c}が利用できます。　　　　　　　　　　　
・ヘルプ設定した仲間のクエストに{c05}@hereでジャンプ{/c}できます。 　　
・{c05}コミュニケーションログ{/c}で仲間の動向がわかります。　　　　　　
・復帰区でも猟団部屋の作成ができ、そのまま{c05}入室{/c}ができます。　　

※復帰猟団部屋では、{c05}利用制限{/c}されている機能があります。　　　
※一部のクエストでは、ログ表示、@here表示は出ません。　　　 
",
535,"Would you like to join the {c05}Return Clan{/c}?
",
536,"{c05}注意！
{/c}
すでに通常猟団に入団しています！

今入団している{c05}通常猟団を退団{/c}して
復帰猟団へ入団しますか？
",
537,"{/c}入団中の猟団で{c05}猟団長{/c}だと{c05}団長交代{/c}になります。
また、退団した際に団員が残らない場合は、
その猟団は{c05}強制解散{/c}になります。

本当に今の{c05}通常猟団を退団{/c}して
復帰猟団へ入団しますか？
",
538,"{c05}入団おめでとうございます！
{/c}【まずは使ってみよう！】
{/c}
{c05}★復帰猟団チャット★{/c}
猟団チャットで挨拶してみましょう！
他にもチャットには{c05}仲間の行動情報{/c}が流れたり、
クエストの{c05}ヘルプ募集{/c}もできるからとても便利！

{c05}★復帰猟団部屋★{/c}
部屋へは猟団受付の＜{c05}猟団部屋に入る{/c}＞か、
広場にある通路から行きます。

＜メニュー＞の＜猟団＞もチェック！
",
539,"{/c}今回、復帰猟団に入団をしなくても
下記の手段で再度、{c05}復帰猟団へ入団{/c}ができます！

広場の猟団受付のメニューの
＜{c05}猟団に入団する{/c}＞を選択することで、
ここと同じ入団の説明を聞くことができます。

また、復帰ハンター中は{c05}ワールド・ランド移動{/c}の際に
一定回数同じ説明が表示されます。
",
540,"{c05}復帰ハンター{/c}のみなさん

同じ{c05}復帰ハンター仲間で集まる{/c}事ができて、
しかも専用の{c05}特典が満載{/c}な復帰猟団へは、
このメッセージを進めることで入団ができます。

もし復帰猟団への興味や入団の希望があるならば、
このチャンスに是非{c05}入団{/c}しましょう！

※この表示は復帰ハンター中、1ログインで3回表示されます。
※＜今は入団しない＞で、そのログイン中は非表示にします。
",
541,"{/c}復帰猟団入団の条件が
満たされているため、
はじめに{c05}復帰猟団の説明{/c}を行います。

復帰猟団に入団しない場合は、
通常猟団の{c05}猟団を探す{/c}に移ります。
",
542,"{/c}復帰猟団入団の条件が
満たされているため、
{c05}復帰猟団の説明{/c}を行います。
",
543,"{/c}かんたん操作未対応の武器種が
指定されたクエストは受けられません。
",
544,"{c05}復帰猟団の猟団成果に関して

{/c}復帰猟団の特性上、＜猟団長の権限が必要＞
＜報酬期間が決まっている＞＜RPの消費がある＞
などの要素への参加を制限しています。


{c05}天廊遠征録　猟団調査依頼は受けられません。
{/c}調査依頼が発生しないため、支援効果や報酬が発生しません。

{c05}猟団征伐戦への参加はできません。
{/c}実績ポイントの獲得ができないため、マッチングが行われません。

{c05}航路クエスト受付　取扱いクエストの受注ができません。
{/c}受付のクエストの受注、猟団狩人珠の利用ができません。

{c05}公式狩猟大会‾C0は{c05}巨大魚杯{/c}のみ参加できます。
",
545,"{c05}【%s】{/c}に祈りを込めます。
変更は一日に一回までです。
よろしいですか？

また、選択後、歌玉を{c05}1個以上獲得しないと{/c}
戦歌の章で祈歌効果を得ることはできませんので
ご注意ください",
546,"{/c}祈りを捧げる祈珠を
{c05}【%s】{/c}に変更します。
変更は一日に一回までです。よろしいですか？",
547,"{/c}歌の恩恵効果を使いますか？
{c02}※一度発動したら変更できません{/c}",
548,{/c}効果を発動しました。,
549,{/c}効果を発動できませんでした。,
550,"{c05}色の変更に失敗しました。
本日はすでに色を変更しています。{/c}",
551,{/c}祈珠のレベルが最大のため、選択できません。,
552,{/c}この章では祈珠を決定することができません。,
553,{/c}この祈珠はすでに選択されています。,
554,"{/c}現在、祈珠情報の集計中です。
完了するまでの間、祈珠選択ができません。
少し間をおいてから再度操作を行ってください。",
555,"{c05}ＰＳ４で『モンハンＦ』みんなでテスト{/c}
ご参加ありがとうございます。
みんなでテストでは、初回プレイ時にキャラクターの
ハンターランクを変更することが可能です。

ＨＲ１でプレイを開始
{c05}※製品版と同じプレイを希望する方向け。{/c}
ＧＲ１でプレイを開始
{c05}※すぐに高難易度のクエストをプレイしたい方向け。{/c}
{c05}※Ｇ級クエストは、入門区では受注できません。{/c}

{c05}ハンターランクの変更は、
{c05}確定するとその後変更することはできません。",
556,Moving to {c05}Special Clan Hall{/c}.,
557,"{c05}レジェンドラスタ３人と契約が可能です。{/c}

Ｎブーストコースと、アシストコース
または狩人応援コースの有効期間中、
もしくはＬラスタ同行券の所持で、
レジェンドラスタ３人と契約することができます。",
558,"{/c}契約順番により、
メインＬラスタ、サブＬラスタで分けられ、
メインＬラスタで登録されているレジェンドラスタが
優先して同行します。",
559,"{c05}契約順は、レジェンドラスタメニューの
「契約順を変更する」から変更できます。

レジェンドラスタの解約は、
レジェンドラスタ受付、または
レジェンドラスタメニューより行えます。",
560,"{/c}ログを取得しています。
しばらくお待ちください。",
561,"{/c}{c05}注意{/c}

外装の使い回しはできません。
{c05}装着済の外装を外したり、
上書きすると元の外装は破棄されます。

{/c}よろしいですか？",
562,この狩衛士を同行しますか？,
563,"ギルド貢献ポイントが不足しているため
狩衛士の同行ができません。",
564,"ＨＲ帯のハンターは
狩衛士を同行させることはできません。

ＧＲハンターのみ同行可能です。",
565,"現在、狩衛士を同行中です。

同行期間
%04d/%d/%d　%02d:%02dまで

{c05}期間終了後、
{c05}狩衛士は自動で解散します。",
566,"決定後、再設定はできません。
再設定が可能になるのは同行期間終了後です。

同行期間
%04d/%d/%d　%02d:%02dまで",
567,"{/c}Retrieving Map information.
Please wait.",
568,{/c}Failed to retrieve Map information.,
569,{/c}Failed to retrieve log.,
570,"{/c}ＨＲ帯の迎撃戦クエストには
狩衛士を同行させることはできません。
受注しますか？",
571,"{/c}該当条件のパーティーが見つかりませんでした。
しばらくしてからお試しください。",
572,"{/c}クイックパーティー用のワールドが満員です。
しばらくしてからもう一度試して下さい。",
573,"{/c}検索に失敗しました。
もう一度試して下さい。",
574,"{c05}ご注意！
ボックス内の武具に装着されている、
全ての装飾品を外します。

{c02}ハンター、ラスタが装備中の武具は
一括回収の対象外となります。{/c}

アイテムボックスが一杯の場合、
装飾品が外れない事があります。

よろしいですか？",
575,このキャラクターではこれ以上ページを拡張できません。,
576,戦績情報を取得中・・・,
577,装備情報を取得中・・・,
578,戦績情報の取得に失敗しました,
579,装備情報の取得に失敗しました,
580,{/c}会話イベントをスキップしますか？,
581,"{/c}{c05}Warning{/c}
Rastas cannot join the quest.
Partnyas cannot join the quest.
Halk cannot join the quest.
""Soul Revival"" (or equivalent) effects will be disabled.
""Halk Pot"" effects will be disabled.",
582,"{c05}最終確認！
{c02}イメチェンを確定して、保存します。

{/c}本当によろしいですか？
",
583,"{c05}Warning! {/c}
You can claim this reward for your account.

If you have more characters,
only 1 can receive this reward.

No other characters will be able to claim
this reward until it is renewed.

This reward can be claimed every day at 0:00 and 12:00.",
584,"{c05}≪先に進みます≫{/c}

「はい」を選択後、約１０秒後に移動します。

{c02}注意！{/c}
移動はハンター全員で行われます。
操作途中のハンターがいた場合、
強制で取り消し操作となるので、
全員で相談してから確定させましょう。

よろしいですか？
",
585,"{c05}注意！{/c}
おすそわけアイテムを受け取る権利は
アカウントに付与されます。

複数のキャラクターを所有している場合は、
１体のみがアイテムを受け取ることができます。

受け取りの権利が更新されるまで、
他のキャラクターは、アイテムを受け取ることができません。

受け取りの権利は毎日０時と１２時に更新されます。",
586,{/c}アイテムが登録されていません。,
587,"{c05}%dP{c08}(Current Koryo Points:%dP)


{/c}is required.
{/c}Do you want to draw once?
",
