location,source,target
0x939888@mhfdat-jp.bin,眠鳥剛槌【熟睡】,Hypnoc Sleep Hammer
0x93988c@mhfdat-jp.bin,眠鳥剛槌【爆睡】,Hypnoc Slumber Hammer
0x939890@mhfdat-jp.bin,ギフトブロウ,Gift Blow
0x939894@mhfdat-jp.bin,ギフトスマッシュ,Gift Smash
0x939898@mhfdat-jp.bin,ギフトストライク,Gift Strike
0x93989c@mhfdat-jp.bin,ねこ手【こそ泥】,Cat Burglar's Paw
0x9398a0@mhfdat-jp.bin,ねこ手【盗人】,Robber's Paw
0x9398a4@mhfdat-jp.bin,ねこ手【怪盗】,Phantom Thief's Paw
0x9398a8@mhfdat-jp.bin,ザザミカスタネット,Hermitaur Castanet
0x9398ac@mhfdat-jp.bin,ザザミパリージョ,Hermitaur Palillos
0x9398b0@mhfdat-jp.bin,水晶ランス,Quartz Lance
0x9398b4@mhfdat-jp.bin,プレシャスランス,Precious Lance
0x9398b8@mhfdat-jp.bin,エーベルシュタイン,Eberstein
0x9398bc@mhfdat-jp.bin,錫杖槍【日光】,Bishop Dawn Staff
0x9398c0@mhfdat-jp.bin,錫杖槍【天照】,Shining Heaven Staff
0x9398c4@mhfdat-jp.bin,フロストランス改,Frost Lance+
0x9398c8@mhfdat-jp.bin,ダイヤモンドダスト,Diamond Dust
0x9398cc@mhfdat-jp.bin,銃槍ガルクック,Gunspear Garu-Ku
0x9398d0@mhfdat-jp.bin,怪銃槍ガルクック,Wonder Gunspear Garu-ku
0x9398d4@mhfdat-jp.bin,グリズリーガンランス,Grizzly Gunlance
0x9398d8@mhfdat-jp.bin,フェアネス零式,Type 0 Fairness
0x9398dc@mhfdat-jp.bin,フェアネス百式,Type 100 Fairness
0x9398e0@mhfdat-jp.bin,ベータナイフ【蒼】賖,Cerulean Beta Knife Ⅱ
0x9398e4@mhfdat-jp.bin,ベータナイフ【蒼】賕,Cerulean Beta Knife Ⅲ
0x9398e8@mhfdat-jp.bin,ベータナイフ【紅】賖,Orange Beta Knife Ⅱ
0x9398ec@mhfdat-jp.bin,ベータナイフ【紅】賕,Orange Beta Knife Ⅲ
0x9398f0@mhfdat-jp.bin,どんぐりブレイド,Acorn Blade
0x9398f4@mhfdat-jp.bin,カイデンソード,Kaiden Sword
0x9398f8@mhfdat-jp.bin,ダブルベータ賖,Double Beta Ⅱ
0x9398fc@mhfdat-jp.bin,ダブルベータ賕,Double Beta Ⅲ
0x939900@mhfdat-jp.bin,カイデンブレイド,Kaiden Blade
0x939904@mhfdat-jp.bin,カイデンハンマー,Kaiden Hammer
0x939908@mhfdat-jp.bin,カイデンランス,Kaiden Lance
0x93990c@mhfdat-jp.bin,煌竜剣【帝】,Shining Emperor Blade
0x939910@mhfdat-jp.bin,フェザーシェーバー,Feather Shaver
0x939914@mhfdat-jp.bin,我龍剣【蒼鬼】,Our Blue Ogre Sword
0x939918@mhfdat-jp.bin,ブロスブロスブロス,Triple Diablo
0x93991c@mhfdat-jp.bin,ザザミシザー,Hermitaur Scissors
0x939920@mhfdat-jp.bin,スノーホワイト,Snow White
0x939924@mhfdat-jp.bin,テスカイザーブレイド,Kaiser Blade
0x939928@mhfdat-jp.bin,氷塊大剣【零度】,Freezing Ice Sword
0x93992c@mhfdat-jp.bin,パニッシャー,Punisher
0x939930@mhfdat-jp.bin,神龍木ノ太刀【神降】,Divine Drgnwood Sword
0x939934@mhfdat-jp.bin,神龍木ノ太刀【邪眠】,Dazy Drgnwood Sword
0x939938@mhfdat-jp.bin,戦鬼薙刀,War Demon Halberd
0x93993c@mhfdat-jp.bin,祖龍破鎚【砕】,White Fatalis Crusher
0x939940@mhfdat-jp.bin,ナナ＝ブレイカー,Luna's Breaker
0x939944@mhfdat-jp.bin,鬼鉄丸【激昂】,Perfect Fury Masher
0x939948@mhfdat-jp.bin,神龍木ノ笛【護神】,Drgnwood Protector Horn
0x93994c@mhfdat-jp.bin,猫猫笛笛,Cat's Horn
0x939950@mhfdat-jp.bin,マドロミオーボワ,Sleep Oboe
0x939954@mhfdat-jp.bin,水撃槍【翡翠】,Jade Hydraulic Shock
0x939958@mhfdat-jp.bin,テオ＝コロナ,Teostra's Corona
0x93995c@mhfdat-jp.bin,ツキヌケ,Piercer
0x939960@mhfdat-jp.bin,神龍木ノ槍【胎蔵】,Matrix Realm Drgnwood GL
0x939964@mhfdat-jp.bin,スカーレットブーケ,Scarlet Breaker
0x939968@mhfdat-jp.bin,ナナ＝ノヴァ,Luna's Nova
0x93996c@mhfdat-jp.bin,スティールライノス貤,Steel Rhinos I
0x939970@mhfdat-jp.bin,スティールライノス賖,Steel Rhinos II
0x939974@mhfdat-jp.bin,スティールライノス賕,Steel Rhinos III
0x939978@mhfdat-jp.bin,スティールライノス賙,Steel Rhinos IV
0x93997c@mhfdat-jp.bin,スティールリザード賙,Steel Lizard IV
0x939980@mhfdat-jp.bin,スティールバイソン賙,Steel Bison IV
0x939984@mhfdat-jp.bin,スティールスネーク賙,Steel Snake IV
0x939988@mhfdat-jp.bin,コルトモナルカ,Colt Monarca
0x93998c@mhfdat-jp.bin,コルトプリンシペ,Colt Principio
0x939990@mhfdat-jp.bin,真封龍剣【絶一門】,True Eternal Strife
0x939994@mhfdat-jp.bin,アイスエッジ,Ice Edge
0x939998@mhfdat-jp.bin,爆剣アグニ,Bombsword Agni
0x93999c@mhfdat-jp.bin,カクトスメッサー,Kaktus Messer
0x9399a0@mhfdat-jp.bin,カクトスシュメルツ,Kaktus Schmelz
0x9399a4@mhfdat-jp.bin,セトラーナイフ,Settler Knife
0x9399a8@mhfdat-jp.bin,セトラーエッジ,Settler Edge
0x9399ac@mhfdat-jp.bin,セトラーソード,Settler Sword
0x9399b0@mhfdat-jp.bin,セトラーブレイド,Settler Blade
0x9399b4@mhfdat-jp.bin,どんぐりデストロイ,Acorn Destroy
0x9399b8@mhfdat-jp.bin,紅舞碧斬双【風】,Wind of Red and Green
0x9399bc@mhfdat-jp.bin,紅舞碧斬双【林】,Forest of Red&Green
0x9399c0@mhfdat-jp.bin,真封龍剣【超絶一門】,True Enduring Schism
0x9399c4@mhfdat-jp.bin,業炎双刃,True Blazing Edges
0x9399c8@mhfdat-jp.bin,インセクトアーク,Insect Ark
0x9399cc@mhfdat-jp.bin,カクトスツァーン,Kaktus Zern
0x9399d0@mhfdat-jp.bin,カクトスナーゲル,Kaktus Nagel
0x9399d4@mhfdat-jp.bin,スティールスワロウ貤,Steel Swallow Ⅰ
0x9399d8@mhfdat-jp.bin,スティールスワロウ賖,Steel Swallow Ⅱ
0x9399dc@mhfdat-jp.bin,スティールスワロウ賕,Steel Swallow Ⅲ
0x9399e0@mhfdat-jp.bin,スティールスワロウ賙,Steel Swallow Ⅳ
0x9399e4@mhfdat-jp.bin,ラルゴエスパーダ,Largo Espada
0x9399e8@mhfdat-jp.bin,グランデエスパーダ,Grande Espada
0x9399ec@mhfdat-jp.bin,真封龍剣【超滅一門】,True Dragon Eradicator
0x9399f0@mhfdat-jp.bin,水竜大剣【蒼鯱】,Plesioth Blue Aquablade
0x9399f4@mhfdat-jp.bin,キングナルコレプター,King Narcolepter
0x9399f8@mhfdat-jp.bin,カクトスブレット,Kaktus Brett
0x9399fc@mhfdat-jp.bin,カクトステラー,Kaktus Terror
0x939a00@mhfdat-jp.bin,ロイヤルフローレス,Royal Flawless
0x939a04@mhfdat-jp.bin,デルガード,Drone's Guard
0x939a08@mhfdat-jp.bin,ビボデルガード,Queen's High Guard
0x939a0c@mhfdat-jp.bin,真封龍刀【裂破】,True Destroyer Drgn Swrd
0x939a10@mhfdat-jp.bin,炎斬【獄焔】,Flameprison Blade
0x939a14@mhfdat-jp.bin,三千大千世界無双刀,Creation Divider
0x939a18@mhfdat-jp.bin,カクトスフェーダー,Kaktus Fader
0x939a1c@mhfdat-jp.bin,カクトスフリューゲル,Kaktus Flugel
0x939a20@mhfdat-jp.bin,光刀【青】,Blue Lightblade
0x939a24@mhfdat-jp.bin,光刀改【青】,Blue Lightblade+
0x939a28@mhfdat-jp.bin,真・光刀【青】,Pure Blue Lightblade
0x939a2c@mhfdat-jp.bin,光刀【金】,Gold Lightblade
0x939a30@mhfdat-jp.bin,光刀改【金】,Gold Lightblade+
0x939a34@mhfdat-jp.bin,真・光刀【金】,Pure Gold Lightblade
0x939a38@mhfdat-jp.bin,グリッターエッジ,Glitter Edge
0x939a3c@mhfdat-jp.bin,グリッターブレイド,Glitter Blade
0x939a40@mhfdat-jp.bin,グリッターエスパーダ,Glitter Espada
0x939a44@mhfdat-jp.bin,ディスグリッター,Disglitter
0x939a48@mhfdat-jp.bin,ファイアフェイト,Fire Fate
0x939a4c@mhfdat-jp.bin,ブレイズフェイト,Blaze Fate
0x939a50@mhfdat-jp.bin,バーンフェイト,Burn Fate
0x939a54@mhfdat-jp.bin,フラムフェイト,Flame Fate
0x939a58@mhfdat-jp.bin,ウォータフェイト,Water Fate
0x939a5c@mhfdat-jp.bin,デューフェイト,Dew Fate
0x939a60@mhfdat-jp.bin,ティアフェイト,Tear Fate
0x939a64@mhfdat-jp.bin,アクアフェイト,Aqua Fate
0x939a68@mhfdat-jp.bin,スパークフェイト,Spark Fate
0x939a6c@mhfdat-jp.bin,サンダーフェイト,Thunder Fate
0x939a70@mhfdat-jp.bin,ライトニングフェイト,Lightning Fate
0x939a74@mhfdat-jp.bin,ストームフェイト,Storm Fate
0x939a78@mhfdat-jp.bin,アイスフェイト,Ice Fate
0x939a7c@mhfdat-jp.bin,フロストフェイト,Frost Fate
0x939a80@mhfdat-jp.bin,フリーズフェイト,Freeze Fate
0x939a84@mhfdat-jp.bin,ゼロフェイト,Zero Fate
0x939a88@mhfdat-jp.bin,クロスエッジ,Cross Edge
0x939a8c@mhfdat-jp.bin,クロスブレイド,Cross Blade
0x939a90@mhfdat-jp.bin,クロスエスパーダ,Cross Espada
0x939a94@mhfdat-jp.bin,グランドクロス,Grand Cross
0x939a98@mhfdat-jp.bin,ファービーク,Far Beak
0x939a9c@mhfdat-jp.bin,ファーブロウ,Far Blow
0x939aa0@mhfdat-jp.bin,アクエリアンボム,Aquarian Bomb
0x939aa4@mhfdat-jp.bin,ダオラ＝エンデ,Daora's End
0x939aa8@mhfdat-jp.bin,ジェノサイド・コア,Genocide Core
0x939aac@mhfdat-jp.bin,カクトスハンマー,Kaktus Hammer
0x939ab0@mhfdat-jp.bin,カクトスファウスト,Kaktus Faust
0x939ab4@mhfdat-jp.bin,グーゴー,Gewgaw
0x939ab8@mhfdat-jp.bin,バトルグーゴー,Battle Gewgaw
0x939abc@mhfdat-jp.bin,ラヴァビエント,Lava Viento
0x939ac0@mhfdat-jp.bin,ブラッドオーボワ,Hemocyte Oboe
0x939ac4@mhfdat-jp.bin,ウォーサンジュ,Triple War Drum
0x939ac8@mhfdat-jp.bin,カクトスギタレ,Kaktus Gitarre
0x939acc@mhfdat-jp.bin,カクトスムート,Kaktus Mut
0x939ad0@mhfdat-jp.bin,ガウシカウインド,Anteka Wind
0x939ad4@mhfdat-jp.bin,長槍ディアブロス,Diablos Longspear
0x939ad8@mhfdat-jp.bin,長激槍ディアブロス,Diablos Fury Longspear
0x939adc@mhfdat-jp.bin,ロイヤルフレグランス,Royal Fragrance
0x939ae0@mhfdat-jp.bin,ライトニングホーン,Lightning Horn
0x939ae4@mhfdat-jp.bin,ホワイトトランク,White Trunk
0x939ae8@mhfdat-jp.bin,カクトスランツェ,Kaktus Lanze
0x939aec@mhfdat-jp.bin,カクトストゥルム,Kaktus Sturm
0x939af0@mhfdat-jp.bin,シュースカノーネ,Azure Agony
0x939af4@mhfdat-jp.bin,ガンブロス,Gun Blos
0x939af8@mhfdat-jp.bin,ナパームブロス,Napalm Blos
0x939afc@mhfdat-jp.bin,ヘルニードル,Hell Needle
0x939b00@mhfdat-jp.bin,タワーオブプラズマ,Tower of Plasma
0x939b04@mhfdat-jp.bin,三十二式機械槍,Type 32 Machine Lance
0x939b08@mhfdat-jp.bin,カクトスカノーネ,Kaktos Kanone
0x939b0c@mhfdat-jp.bin,カクトスパンツァー,Kaktopanzer
0x939b10@mhfdat-jp.bin,スティールホーク貤,Steel Hawk I
0x939b14@mhfdat-jp.bin,スティールホーク賖,Steel Hawk II
0x939b18@mhfdat-jp.bin,スティールホーク賕,Steel Hawk III
0x939b1c@mhfdat-jp.bin,スティールホーク賙,Steel Hawk IV
0x939b20@mhfdat-jp.bin,コルトレイ,Colt Law
0x939b24@mhfdat-jp.bin,コルトエンペラドール,Colt Emperador
0x939b28@mhfdat-jp.bin,紅舞碧斬双【火】,Fire of Red&Green
0x939b2c@mhfdat-jp.bin,紅舞碧斬双【山】,Mountain of Red&Green
0x939b30@mhfdat-jp.bin,ルスデルガード,Oxido Guardia
0x939b34@mhfdat-jp.bin,ブエノデルガード,Perfecta Guardia
0x939b38@mhfdat-jp.bin,ファーストライク,Ver Strike
0x939b3c@mhfdat-jp.bin,ファーインパクト,Ver Impact
0x939b40@mhfdat-jp.bin,バトルグーゴー改,Battle Gewgaw+
0x939b44@mhfdat-jp.bin,グランドグーゴー,Grand Gewgaw
0x939b48@mhfdat-jp.bin,ヴァシムナイフ,Vashimu Knife
0x939b4c@mhfdat-jp.bin,ヴァシムダガー,Vashimu Dagger
0x939b50@mhfdat-jp.bin,ヴァシムエッジ,Vashimu Edge
0x939b54@mhfdat-jp.bin,ザンブレイド【天】,Heavenly Decapitator
0x939b58@mhfdat-jp.bin,ザンブレイド【明王】,Wise Ruler's Decapitator
0x939b5c@mhfdat-jp.bin,ザンブレイド【菩薩】,Savior's Decapitator
0x939b60@mhfdat-jp.bin,ザンブレイド【如来】,Tathagata's Decapitator
0x939b64@mhfdat-jp.bin,雷神宝剣キリンオー,Kirin Bolt Eden
0x939b68@mhfdat-jp.bin,グレートオデッセイ,Great Odyssey
0x939b6c@mhfdat-jp.bin,メンボウ改,Menbou+
0x939b70@mhfdat-jp.bin,赤メンボウ,Scarlet Menbou
0x939b74@mhfdat-jp.bin,メモリアルナイフ,Memorial Knife
0x939b78@mhfdat-jp.bin,メモリアルエッジ,Memorial Edge
0x939b7c@mhfdat-jp.bin,メモリアルソード,Memorial Sword
0x939b80@mhfdat-jp.bin,メモリアルブレイド,Memorial Blade
0x939b84@mhfdat-jp.bin,バインドメイス,Binding Mace
0x939b88@mhfdat-jp.bin,バインドメイス【改】,Revised Bndg Mace
0x939b8c@mhfdat-jp.bin,バインドメイス【真】,True Binding Mace
0x939b90@mhfdat-jp.bin,バインドメイス【極】,Ascended Bndg Mace
0x939b94@mhfdat-jp.bin,ポルタメイス貤【青】,Blue Porta Mace Ⅰ
0x939b98@mhfdat-jp.bin,ポルタメイス賖【青】,Blue Porta Mace Ⅱ
0x939b9c@mhfdat-jp.bin,ポルタメイス賕【青】,Blue Porta Mace Ⅲ
0x939ba0@mhfdat-jp.bin,ゴーム・グラス,Gorm Goine
0x939ba4@mhfdat-jp.bin,ポルタメイス貤【赤】,Red Porta Mace Ⅰ
0x939ba8@mhfdat-jp.bin,ポルタメイス賖【赤】,Red Porta Mace Ⅱ
0x939bac@mhfdat-jp.bin,ポルタメイス賕【赤】,Red Porta Mace Ⅲ
0x939bb0@mhfdat-jp.bin,クラウ・ソラス,Claiomh Solais
0x939bb4@mhfdat-jp.bin,鬼貫棒【偉丈夫】,Demon's Small Rod
0x939bb8@mhfdat-jp.bin,ダミー,
0x939bbc@mhfdat-jp.bin,鬼貫棒【破天荒】,Demon's Wondrous Rod
0x939bc0@mhfdat-jp.bin,鬼貫棒【怒髪天】,Demon's Fury Rod
0x939bc4@mhfdat-jp.bin,ポルタメイス貤【黄】,Yellow Porta Mace Ⅰ
0x939bc8@mhfdat-jp.bin,ポルタメイス賖【黄】,Yellow Porta Mace Ⅱ
0x939bcc@mhfdat-jp.bin,ポルタメイス賕【黄】,Yellow Porta Mace Ⅲ
0x939bd0@mhfdat-jp.bin,オートクレール,Hauteclaire
0x939bd4@mhfdat-jp.bin,ポルタメイス貤【紫】,Purple Porta Mace Ⅰ
0x939bd8@mhfdat-jp.bin,ポルタメイス賖【紫】,Purple Porta Mace Ⅱ
0x939bdc@mhfdat-jp.bin,ポルタメイス賕【紫】,Purple Porta Mace Ⅲ
0x939be0@mhfdat-jp.bin,アイムール,Aymur
0x939be4@mhfdat-jp.bin,ヴァシムクロウズ,Vashimu Claws
0x939be8@mhfdat-jp.bin,ヴァシムスライサー,Vashimu Slicers
0x939bec@mhfdat-jp.bin,ヴァシムセーバー,Vashimu Sabers
0x939bf0@mhfdat-jp.bin,ブルーシザー,Blue Scissors
0x939bf4@mhfdat-jp.bin,コバルトシザー,Cobalt Scissors
0x939bf8@mhfdat-jp.bin,轟雷双,Tigrex Twins
0x939bfc@mhfdat-jp.bin,霞斬剣,Hazy Decapitators
0x939c00@mhfdat-jp.bin,霞斬剣【憧】,Admired Decapitators
0x939c04@mhfdat-jp.bin,霞斬剣【慈】,Mercy Decapitators
0x939c08@mhfdat-jp.bin,霞斬剣【絆】,Bound Decapitators
0x939c0c@mhfdat-jp.bin,ヴァシムソード,Vashimu Sword
0x939c10@mhfdat-jp.bin,ヴァシムブレイド,Vashimu Blade
0x939c14@mhfdat-jp.bin,ヴァシムブレイカー,Vashimu Breaker
0x939c18@mhfdat-jp.bin,クルツシュヴェーア,Kurtzschwer Zacke
0x939c1c@mhfdat-jp.bin,クルツシルトパット,Kurtzschwer Shocke
0x939c20@mhfdat-jp.bin,クルツアンバー,Kurtz Bernstein
0x939c24@mhfdat-jp.bin,クルツゲヴィヒト,Kurtzdrachen Gesicht
0x939c28@mhfdat-jp.bin,召雷宝剣【麒麟帝】,Emperor's Thunderblade
0x939c2c@mhfdat-jp.bin,トギシラズ改,Undulling+
0x939c30@mhfdat-jp.bin,トワニトギシラズ,Undulling Blade
0x939c34@mhfdat-jp.bin,水晶大剣【黒】,Black Crystal Greatsword
0x939c38@mhfdat-jp.bin,クリスタルゼイレム,Crystal Blackblade
0x939c3c@mhfdat-jp.bin,ブラックフローレス,Flawless Onyxblade
0x939c40@mhfdat-jp.bin,モリオンフローレス,Oscura Cristal Flores
0x939c44@mhfdat-jp.bin,水晶大剣【白】,White Crystal Greatsword
0x939c48@mhfdat-jp.bin,クリスタルホノレム,Crystal Honorem
0x939c4c@mhfdat-jp.bin,ホワイトフローレス,Flawless Quartzblade
0x939c50@mhfdat-jp.bin,ピュアフローレス,Pura Cristal Flores
0x939c54@mhfdat-jp.bin,ナナブレイド【炎妃】,Princess' Blade
0x939c58@mhfdat-jp.bin,ナナブレイド【公妃】,Duchess' Blade
0x939c5c@mhfdat-jp.bin,ナナブレイド【王妃】,Queen's Blade
0x939c60@mhfdat-jp.bin,ナナブレイド【皇妃】,Empress' Blade
0x939c64@mhfdat-jp.bin,ＶＫ−ＩＳ−賙,VK-IS-IV
0x939c68@mhfdat-jp.bin,大薙刀【巴】,Tomoe Naginata
0x939c6c@mhfdat-jp.bin,大薙刀【静】,Shizu Naginata
0x939c70@mhfdat-jp.bin,水斬【最終段】,Final Water Slicer
0x939c74@mhfdat-jp.bin,白猿薙【ドドドド】,Blango Devastator
0x939c78@mhfdat-jp.bin,鍛錬刀【二段】,"Training Sword ""2nd Dan"""
0x939c7c@mhfdat-jp.bin,鍛錬刀【三段】,"Training Sword ""3rd Dan"""
0x939c80@mhfdat-jp.bin,隠刀【月影琴】,Concealed Koto Blade
0x939c84@mhfdat-jp.bin,隠刀【終焉ノ唱】,Final Concealed Blade
0x939c88@mhfdat-jp.bin,エクエスエッジ,Eques Edge
0x939c8c@mhfdat-jp.bin,エクエスブレイド,Eques Blade
0x939c90@mhfdat-jp.bin,エクエスエスパーダ,Eques Espada
0x939c94@mhfdat-jp.bin,エルフェンバイン,Elfenbein
0x939c98@mhfdat-jp.bin,ストレガエッジ,Strega Edge
0x939c9c@mhfdat-jp.bin,ストレガブレイド,Strega Blade
0x939ca0@mhfdat-jp.bin,ストレガエスパーダ,Strega Espada
0x939ca4@mhfdat-jp.bin,シュヴァルツペルレ,Schwarz Perle
0x939ca8@mhfdat-jp.bin,ヴァシムハンマー,Vashimu Hammer
0x939cac@mhfdat-jp.bin,ヴァシムロック,Vashimu Rock
0x939cb0@mhfdat-jp.bin,ヴァシムインパクト,Vashimu Impact
0x939cb4@mhfdat-jp.bin,大鎧鎚【壊】,Gravios Demolisher
0x939cb8@mhfdat-jp.bin,大鎧鎚【砕】,Gravios Crusher
0x939cbc@mhfdat-jp.bin,大鎧鎚【潰】,Gravios Smasher
0x939cc0@mhfdat-jp.bin,大鎧鎚【滅】,Gravios Ruiner
0x939cc4@mhfdat-jp.bin,鬼鉄丸【憤怒】,Perfect Wrath Masher
0x939cc8@mhfdat-jp.bin,ドスブルザグレート,Bullfango The Great
0x939ccc@mhfdat-jp.bin,モスインパクト改,Gravios Impact+
0x939cd0@mhfdat-jp.bin,ディープモスブロー,Gravios Deep Blow
0x939cd4@mhfdat-jp.bin,肉球ハンマー改,Catspaw Hammer+
0x939cd8@mhfdat-jp.bin,驚愕の肉球ハンマー,Marvelous Catspaw Hammer
0x939cdc@mhfdat-jp.bin,エンタシスブロウ,Entasis Blow
0x939ce0@mhfdat-jp.bin,エンタシスバッシュ,Entasis Bash
0x939ce4@mhfdat-jp.bin,エンタシスブレイク,Entasis Break
0x939ce8@mhfdat-jp.bin,エンタシスバースト,Entasis Burst
0x939cec@mhfdat-jp.bin,シルバーウインド,Silver Wind
0x939cf0@mhfdat-jp.bin,シルバーソウル,Silver Soul
0x939cf4@mhfdat-jp.bin,ハイイーオスバルーン,High Iodrome Balloon
0x939cf8@mhfdat-jp.bin,ハイゲネポスバルーン,High Gendrome Balloon
0x939cfc@mhfdat-jp.bin,ヴァシムランス,Vashimu Lance
0x939d00@mhfdat-jp.bin,ヴァシムスピア,Vashimu Spear
0x939d04@mhfdat-jp.bin,ヴァシムホーン,Vashimu Horn
0x939d08@mhfdat-jp.bin,黒狼槍【忌】,Mourning Wolf Spear
0x939d0c@mhfdat-jp.bin,黒狼槍【凶】,Wicked Wolf Spear
0x939d10@mhfdat-jp.bin,黒狼槍【邪】,Evil Wolf Spear
0x939d14@mhfdat-jp.bin,黒狼槍【狂】,Lunatic Wolf Spear
0x939d18@mhfdat-jp.bin,マグヌス＝ダオラ,Daora's Magnus
0x939d1c@mhfdat-jp.bin,ヴェントカミーノ,Vento Way
0x939d20@mhfdat-jp.bin,テンペスタカミーノ,Tempesta Way
0x939d24@mhfdat-jp.bin,スノウギア＝トップ,Top Snow Gear
0x939d28@mhfdat-jp.bin,三十二式機械槍改,Type 32 Machine Lance+
0x939d2c@mhfdat-jp.bin,火竜銃槍,Rathalos Cannon
0x939d30@mhfdat-jp.bin,火竜銃槍【酸撃】,Burning Rathalos Cannon
0x939d34@mhfdat-jp.bin,火竜銃槍【黒烈】,Extreme Rathalos Cannon
0x939d38@mhfdat-jp.bin,火竜銃槍【閃紅】,Crimson Rathalos Cannon
0x939d3c@mhfdat-jp.bin,ポイズンハート,Poison Heart
0x939d40@mhfdat-jp.bin,猛毒長剣ゲリョス,Dire Venom Heart
0x939d44@mhfdat-jp.bin,コルトティラーノ,Cortotiranno
0x939d48@mhfdat-jp.bin,風林火山,"Wind, Frst, Fire, Mntn"
0x939d4c@mhfdat-jp.bin,ナナブレイド【神妃】,Princess Luna Blade
0x939d50@mhfdat-jp.bin,光刀・極【青】,Cobalt Lightfang
0x939d54@mhfdat-jp.bin,光刀・極【金】,Flaxen Lightfang
0x939d58@mhfdat-jp.bin,光刀・極【青】,Cobalt Lightfang
0x939d5c@mhfdat-jp.bin,光刀・極【金】,Flaxen Lightfang
0x939d60@mhfdat-jp.bin,フエルサエスパーダ,Perforacion Espada
0x939d64@mhfdat-jp.bin,カクトスゲダイエン,Kaktus Unterbrecher
0x939d68@mhfdat-jp.bin,カクトスエーアガイツ,Kaktus Tyrannen
0x939d6c@mhfdat-jp.bin,カクトスクラフト,Kaktus Hersteller
0x939d70@mhfdat-jp.bin,カクトスヒンメル,Kaktus Himmel
0x939d74@mhfdat-jp.bin,カクトスウンヴェッタ,Kaktus Unwetter
0x939d78@mhfdat-jp.bin,カクトスゼーレ,Kaktus Seele
0x939d7c@mhfdat-jp.bin,カクトスベギールデ,Kaktus Verfuhrerin
0x939d80@mhfdat-jp.bin,カクトスヘルリヒ,Kaktus Herrich
0x939d84@mhfdat-jp.bin,ジェビアナイフ,Jebia Knife
0x939d88@mhfdat-jp.bin,ジェビアダガー,Jebia Dagger
0x939d8c@mhfdat-jp.bin,ジェビアエッジ,Jebia Edge
0x939d90@mhfdat-jp.bin,ジェビアクロウズ,Jebia Claws
0x939d94@mhfdat-jp.bin,ジェビアスライサー,Jebia Slicers
0x939d98@mhfdat-jp.bin,ジェビアセーバー,Jebia Sabers
0x939d9c@mhfdat-jp.bin,ジェビアソード,Jebia Sword
0x939da0@mhfdat-jp.bin,ジェビアブレイド,Jebia Blade
0x939da4@mhfdat-jp.bin,ジェビアブレイカー,Jebia Breaker
0x939da8@mhfdat-jp.bin,ジェビアハンマー,Jebia Hammer
0x939dac@mhfdat-jp.bin,ジェビアロック,Jebia Rock
0x939db0@mhfdat-jp.bin,ジェビアインパクト,Jebia Impact
0x939db4@mhfdat-jp.bin,ジェビアランス,Jebia Lance
0x939db8@mhfdat-jp.bin,ジェビアスピア,Jebia Spear
0x939dbc@mhfdat-jp.bin,ジェビアホーン,Jebia Horn
0x939dc0@mhfdat-jp.bin,モノブロスソウル,Monoblos Soul
0x939dc4@mhfdat-jp.bin,モイストカリンガ,Tidal Dagger
0x939dc8@mhfdat-jp.bin,フォンスカリンガ,High Tidal Dagger
0x939dcc@mhfdat-jp.bin,ラクスカリンガ,Ripcurrent Dagger
0x939dd0@mhfdat-jp.bin,ベータナイフ【黄】,Beta Knife (Yellow)
0x939dd4@mhfdat-jp.bin,ベータナイフ【黄】賖,Beta Knife (Yellow) II
0x939dd8@mhfdat-jp.bin,ベータナイフ【黄】賕,Beta Knife (Yellow) III
0x939ddc@mhfdat-jp.bin,アミクスソード,Amicus Sword
0x939de0@mhfdat-jp.bin,イギニスソード,Ignis Sword
0x939de4@mhfdat-jp.bin,イギニススライサー,Ignis Slicer
0x939de8@mhfdat-jp.bin,イギニスブレイド,Ignis Blade
0x939dec@mhfdat-jp.bin,イギニスＧブレイド,Ignis G-Blade
0x939df0@mhfdat-jp.bin,トニトルスソード,Tonitrus Sword
0x939df4@mhfdat-jp.bin,トニトルススライサー,Tonitrus Slicer
0x939df8@mhfdat-jp.bin,トニトルスブレイド,Tonitrus Blade
0x939dfc@mhfdat-jp.bin,トニトルスＧブレイド,Tonitrus G Blade
0x939e00@mhfdat-jp.bin,アクアソード,Aqua Sword
0x939e04@mhfdat-jp.bin,アクアスライサー,Aqua Slicer
0x939e08@mhfdat-jp.bin,アクアブレイド,Aqua Blade
0x939e0c@mhfdat-jp.bin,アクアＧブレイド,Aqua G-Blade
0x939e10@mhfdat-jp.bin,珠剣【氷】,Pearl Iceblade
0x939e14@mhfdat-jp.bin,珠剣【永凍】,Pearl Frostblade
0x939e18@mhfdat-jp.bin,珠剣【絶零】,Sub-Zero Frostblade
0x939e1c@mhfdat-jp.bin,ミステルテイン,Mistilteinn
0x939e20@mhfdat-jp.bin,珠剣【火】,Pearl Fireblade
0x939e24@mhfdat-jp.bin,珠剣【紅蓮】,Pearl Lotusblade
0x939e28@mhfdat-jp.bin,珠剣【煉獄】,Purgatory Fireblade
0x939e2c@mhfdat-jp.bin,レーヴァテイン,Lavateinn
0x939e30@mhfdat-jp.bin,レウスクロウズ,Rathalos Claws
0x939e34@mhfdat-jp.bin,レウスデスクロウズ,Rathalos Death Claws
0x939e38@mhfdat-jp.bin,鋼龍双,Daora Twins
