location,source,target
0x455c3c@mhfdat-jp.bin,アプカルアームSP黄,Apkallu Arms SP Yellow
0x455c40@mhfdat-jp.bin,ガレオスLXアーム,Cepha LX Arms
0x455c44@mhfdat-jp.bin,ブランゴLXアーム,Blango LX Arms
0x455c48@mhfdat-jp.bin,グラビドLXアーム,Gravios LX Arms
0x455c4c@mhfdat-jp.bin,ボーンLXガード,Bone LX Guard
0x455c50@mhfdat-jp.bin,ガレオスRXアーム,Cepha RX Arms
0x455c54@mhfdat-jp.bin,ブランゴRXアーム,Blango RX Arms
0x455c58@mhfdat-jp.bin,グラビドRXアーム,Gravios RX Arms
0x455c5c@mhfdat-jp.bin,ボーンRXガード,Bone RX Guard
0x455c60@mhfdat-jp.bin,白蛇ノ袖,White Snake Sleeve
0x455c64@mhfdat-jp.bin,白蛇ノ袖・魁,White Snake Sleeve・魁
0x455c68@mhfdat-jp.bin,白鳥ノ袖,White 鳥ノ袖
0x455c6c@mhfdat-jp.bin,白鳥ノ袖・魁,White 鳥ノ袖・魁
0x455c70@mhfdat-jp.bin,カカブアーム,Kakabu Arms
0x455c74@mhfdat-jp.bin,カカブガード,Kakabu Guard
0x455c78@mhfdat-jp.bin,オネロアーム,Onero Arms
0x455c7c@mhfdat-jp.bin,オネロガード,Onero Guard
0x455c80@mhfdat-jp.bin,ジャガーアーム,Jyaga Arms
0x455c84@mhfdat-jp.bin,ジャガーガード,Jyaga Guard
0x455c88@mhfdat-jp.bin,オメットアーム・黒,Omet Arms・Black
0x455c8c@mhfdat-jp.bin,オメットＦアーム・黒,Omet F Arms・Black
0x455c90@mhfdat-jp.bin,オメットガード・黒,Omet Guard・Black
0x455c94@mhfdat-jp.bin,オメットＦガード・黒,Omet F Guard・Black
0x455c98@mhfdat-jp.bin,オメットアーム・赤,Omet Arms・Red
0x455c9c@mhfdat-jp.bin,オメットＦアーム・赤,Omet F Arms・Red
0x455ca0@mhfdat-jp.bin,オメットガード・赤,Omet Guard・Red
0x455ca4@mhfdat-jp.bin,オメットＦガード・赤,Omet F Guard・Red
0x455ca8@mhfdat-jp.bin,オメットアーム・白,Omet Arms・White
0x455cac@mhfdat-jp.bin,オメットＦアーム・白,Omet F Arms・White
0x455cb0@mhfdat-jp.bin,オメットガード・白,Omet Guard・White
0x455cb4@mhfdat-jp.bin,オメットＦガード・白,Omet F Guard・White
0x455cb8@mhfdat-jp.bin,オメットアーム・青,Omet Arms・Blue
0x455cbc@mhfdat-jp.bin,オメットＦアーム・青,Omet F Arms・Blue
0x455cc0@mhfdat-jp.bin,オメットガード・青,Omet Guard・Blue
0x455cc4@mhfdat-jp.bin,オメットＦガード・青,Omet F Guard・Blue
0x455cc8@mhfdat-jp.bin,ルターレアーム,Rutare Arms
0x455ccc@mhfdat-jp.bin,ルターレＦアーム,Rutare F Arms
0x455cd0@mhfdat-jp.bin,ルターレガード,Rutare Guard
0x455cd4@mhfdat-jp.bin,ルターレＦガード,Rutare F Guard
0x455cd8@mhfdat-jp.bin,流転の篭手,Rolling Flow の Kote
0x455cdc@mhfdat-jp.bin,流転の篭手・魁,Rolling Flow の Kote・魁
0x455ce0@mhfdat-jp.bin,旋転の篭手,旋転の Kote
0x455ce4@mhfdat-jp.bin,旋転の篭手・魁,旋転の Kote・魁
0x455ce8@mhfdat-jp.bin,厳岩の籠手,厳岩の Gauntlets
0x455cec@mhfdat-jp.bin,厳岩の籠手・魁,厳岩の Gauntlets・魁
0x455cf0@mhfdat-jp.bin,不破の籠手,不破の Gauntlets
0x455cf4@mhfdat-jp.bin,不破の籠手・魁,不破の Gauntlets・魁
0x455cf8@mhfdat-jp.bin,無想の籠手,無想の Gauntlets
0x455cfc@mhfdat-jp.bin,無想の籠手・魁,無想の Gauntlets・魁
0x455d00@mhfdat-jp.bin,俊激の袖,俊激の Sleeve
0x455d04@mhfdat-jp.bin,俊激の袖・魁,俊激の Sleeve・魁
0x455d08@mhfdat-jp.bin,スイフドアーム,Suifudo Arms
0x455d0c@mhfdat-jp.bin,スイフドＦアーム,Suifudo F Arms
0x455d10@mhfdat-jp.bin,メロデスアーム,Merodesu Arms
0x455d14@mhfdat-jp.bin,メロデスＦアーム,Merodesu F Arms
0x455d18@mhfdat-jp.bin,スマトスアーム,Sumatosu Arms
0x455d1c@mhfdat-jp.bin,スマトスＦアーム,Sumatosu F Arms
0x455d20@mhfdat-jp.bin,パッシオガード,Passhio Guard
0x455d24@mhfdat-jp.bin,パッシオＦガード,Passhio F Guard
0x455d28@mhfdat-jp.bin,カウチュアーム・灰,Cultu Arms・Ash
0x455d2c@mhfdat-jp.bin,カウチュＦアーム・灰,Cultu F Arms・Ash
0x455d30@mhfdat-jp.bin,カウチュガード・灰,Cultu Guard・Ash
0x455d34@mhfdat-jp.bin,カウチュＦガード・灰,Cultu F Guard・Ash
0x455d38@mhfdat-jp.bin,カウチュアーム・青,Cultu Arms・Blue
0x455d3c@mhfdat-jp.bin,カウチュＦアーム・青,Cultu F Arms・Blue
0x455d40@mhfdat-jp.bin,カウチュガード・青,Cultu Guard・Blue
0x455d44@mhfdat-jp.bin,カウチュＦガード・青,Cultu F Guard・Blue
0x455d48@mhfdat-jp.bin,カウチュアーム・橙,Cultu Arms・Orange
0x455d4c@mhfdat-jp.bin,カウチュＦアーム・橙,Cultu F Arms・Orange
0x455d50@mhfdat-jp.bin,カウチュガード・橙,Cultu Guard・Orange
0x455d54@mhfdat-jp.bin,カウチュＦガード・橙,Cultu F Guard・Orange
0x455d58@mhfdat-jp.bin,カウチュアーム・緑,Cultu Arms・Green
0x455d5c@mhfdat-jp.bin,カウチュＦアーム・緑,Cultu F Arms・Green
0x455d60@mhfdat-jp.bin,カウチュガード・緑,Cultu Guard・Green
0x455d64@mhfdat-jp.bin,カウチュＦガード・緑,Cultu F Guard・Green
0x455d68@mhfdat-jp.bin,ジストレルＦアーム,Jisutoreru F Arms
0x455d6c@mhfdat-jp.bin,リサーザＦアーム,Risaaza F Arms
0x455d70@mhfdat-jp.bin,リサーザＦガード,Risaaza F Guard
0x455d74@mhfdat-jp.bin,テクストFZアーム・紫,Text FZ Arms・Purple
0x455d78@mhfdat-jp.bin,テクストFZアーム・緑,Text FZ Arms・Green
0x455d7c@mhfdat-jp.bin,テクストFZアーム・青,Text FZ Arms・Blue
0x455d80@mhfdat-jp.bin,テクストFZアーム・黒,Text FZ Arms・Black
0x455d84@mhfdat-jp.bin,テクストFZガード・紫,Text FZ Guard・Purple
0x455d88@mhfdat-jp.bin,テクストFZガード・緑,Text FZ Guard・Green
0x455d8c@mhfdat-jp.bin,テクストFZガード・青,Text FZ Guard・Blue
0x455d90@mhfdat-jp.bin,テクストFZガード・黒,Text FZ Guard・Black
0x455d94@mhfdat-jp.bin,スリートFZアーム・黄,Suriito FZ Arms・Yellow
0x455d98@mhfdat-jp.bin,スリートFZアーム・銀,Suriito FZ Arms・Silver
0x455d9c@mhfdat-jp.bin,スリートFZアーム・赤,Suriito FZ Arms・Red
0x455da0@mhfdat-jp.bin,スリートFZアーム・青,Suriito FZ Arms・Blue
0x455da4@mhfdat-jp.bin,スリートFZガード・黄,Suriito FZ Guard・Yellow
0x455da8@mhfdat-jp.bin,スリートFZガード・銀,Suriito FZ Guard・Silver
0x455dac@mhfdat-jp.bin,スリートFZガード・赤,Suriito FZ Guard・Red
0x455db0@mhfdat-jp.bin,スリートFZガード・青,Suriito FZ Guard・Blue
0x455db4@mhfdat-jp.bin,ステノFZアーム・橙,Steno FZ Arms・Orange
0x455db8@mhfdat-jp.bin,ステノFZアーム・桃,Steno FZ Arms・Peach
0x455dbc@mhfdat-jp.bin,ステノFZアーム・青,Steno FZ Arms・Blue
0x455dc0@mhfdat-jp.bin,ステノFZアーム・赤,Steno FZ Arms・Red
0x455dc4@mhfdat-jp.bin,ステノFZガード・橙,Steno FZ Guard・Orange
0x455dc8@mhfdat-jp.bin,ステノFZガード・桃,Steno FZ Guard・Peach
0x455dcc@mhfdat-jp.bin,ステノFZガード・青,Steno FZ Guard・Blue
0x455dd0@mhfdat-jp.bin,ステノFZガード・赤,Steno FZ Guard・Red
0x455dd4@mhfdat-jp.bin,エディオFZアーム・青,Edio FZ Arms・Blue
0x455dd8@mhfdat-jp.bin,エディオFZアーム・赤,Edio FZ Arms・Red
0x455ddc@mhfdat-jp.bin,エディオFZアーム・黄,Edio FZ Arms・Yellow
0x455de0@mhfdat-jp.bin,エディオFZアーム・黒,Edio FZ Arms・Black
0x455de4@mhfdat-jp.bin,エディオFZガード・青,Edio FZ Guard・Blue
0x455de8@mhfdat-jp.bin,エディオFZガード・赤,Edio FZ Guard・Red
0x455dec@mhfdat-jp.bin,エディオFZガード・黄,Edio FZ Guard・Yellow
0x455df0@mhfdat-jp.bin,エディオFZガード・黒,Edio FZ Guard・Black
0x455df4@mhfdat-jp.bin,ガリトスFZアーム・茶,Galitos FZ Arms・Tea
0x455df8@mhfdat-jp.bin,ガリトスFZアーム・赤,Galitos FZ Arms・Red
0x455dfc@mhfdat-jp.bin,ガリトスFZアーム・黒,Galitos FZ Arms・Black
0x455e00@mhfdat-jp.bin,ガリトスFZアーム・水,Galitos FZ Arms・Water
0x455e04@mhfdat-jp.bin,ガリトスFZガード・茶,Galitos FZ Guard・Tea
0x455e08@mhfdat-jp.bin,ガリトスFZガード・赤,Galitos FZ Guard・Red
0x455e0c@mhfdat-jp.bin,ガリトスFZガード・黒,Galitos FZ Guard・Black
0x455e10@mhfdat-jp.bin,ガリトスFZガード・水,Galitos FZ Guard・Water
0x455e14@mhfdat-jp.bin,ベイルＦガントレット,Beil F Gauntlets
0x455e18@mhfdat-jp.bin,ダミー,
0x455e1c@mhfdat-jp.bin,ジェスアーム,Jess Arms
0x455e20@mhfdat-jp.bin,ジェスＦアーム,Jess F Arms
0x455e24@mhfdat-jp.bin,ジェスFYアーム,Jess FY Arms
0x455e28@mhfdat-jp.bin,ジェスHCアーム,Jess HC Arms
0x455e2c@mhfdat-jp.bin,ジェスガード,Jess Guard
0x455e30@mhfdat-jp.bin,ジェスＦガード,Jess F Guard
0x455e34@mhfdat-jp.bin,ジェスFYガード,Jess FY Guard
0x455e38@mhfdat-jp.bin,ジェスHCガード,Jess HC Guard
0x455e3c@mhfdat-jp.bin,エクエスHCアーム,Eques HC Arms
0x455e40@mhfdat-jp.bin,エクエスHCガード,Eques HC Guard
0x455e44@mhfdat-jp.bin,クラージHCアーム,Kuraaji HC Arms
0x455e48@mhfdat-jp.bin,クラージHCガード,Kuraaji HC Guard
0x455e4c@mhfdat-jp.bin,メランFYアーム,Melan FY Arms
0x455e50@mhfdat-jp.bin,メランHCアーム,Melan HC Arms
0x455e54@mhfdat-jp.bin,メランFYガード,Melan FY Guard
0x455e58@mhfdat-jp.bin,メランHCガード,Melan HC Guard
0x455e5c@mhfdat-jp.bin,ハルバダーFYアーム,Harubadaa FY Arms
0x455e60@mhfdat-jp.bin,ハルバダーHCアーム,Harubadaa HC Arms
0x455e64@mhfdat-jp.bin,トラッカーFYガード,Tracker FY Guard
0x455e68@mhfdat-jp.bin,トラッカーHCガード,Tracker HC Guard
0x455e6c@mhfdat-jp.bin,オメットFZアーム・黒,Omet FZ Arms・Black
0x455e70@mhfdat-jp.bin,オメットFZガード・黒,Omet FZ Guard・Black
0x455e74@mhfdat-jp.bin,オメットFZアーム・赤,Omet FZ Arms・Red
0x455e78@mhfdat-jp.bin,オメットFZガード・赤,Omet FZ Guard・Red
0x455e7c@mhfdat-jp.bin,オメットFZアーム・白,Omet FZ Arms・White
0x455e80@mhfdat-jp.bin,オメットFZガード・白,Omet FZ Guard・White
0x455e84@mhfdat-jp.bin,オメットFZアーム・青,Omet FZ Arms・Blue
0x455e88@mhfdat-jp.bin,オメットFZガード・青,Omet FZ Guard・Blue
0x455e8c@mhfdat-jp.bin,カウチュFZアーム・灰,Cultu FZ Arms・Ash
0x455e90@mhfdat-jp.bin,カウチュFZガード・灰,Cultu FZ Guard・Ash
0x455e94@mhfdat-jp.bin,カウチュFZアーム・青,Cultu FZ Arms・Blue
0x455e98@mhfdat-jp.bin,カウチュFZガード・青,Cultu FZ Guard・Blue
0x455e9c@mhfdat-jp.bin,カウチュFZアーム・橙,Cultu FZ Arms・Orange
0x455ea0@mhfdat-jp.bin,カウチュFZガード・橙,Cultu FZ Guard・Orange
0x455ea4@mhfdat-jp.bin,カウチュFZアーム・緑,Cultu FZ Arms・Green
0x455ea8@mhfdat-jp.bin,カウチュFZガード・緑,Cultu FZ Guard・Green
0x455eac@mhfdat-jp.bin,カウチュHCアーム・灰,Cultu HC Arms・Ash
0x455eb0@mhfdat-jp.bin,カウチュHCガード・灰,Cultu HC Guard・Ash
0x455eb4@mhfdat-jp.bin,カウチュHCアーム・青,Cultu HC Arms・Blue
0x455eb8@mhfdat-jp.bin,カウチュHCガード・青,Cultu HC Guard・Blue
0x455ebc@mhfdat-jp.bin,カウチュHCアーム・橙,Cultu HC Arms・Orange
0x455ec0@mhfdat-jp.bin,カウチュHCガード・橙,Cultu HC Guard・Orange
0x455ec4@mhfdat-jp.bin,カウチュHCアーム・緑,Cultu HC Arms・Green
0x455ec8@mhfdat-jp.bin,カウチュHCガード・緑,Cultu HC Guard・Green
0x455ecc@mhfdat-jp.bin,ガウスFZアーム,Gauss FZ Arms
0x455ed0@mhfdat-jp.bin,ウェーバFZアーム,Weber FZ Arms
0x455ed4@mhfdat-jp.bin,ギルバートFZアーム,Gilbert FZ Arms
0x455ed8@mhfdat-jp.bin,ガウスFZガード,Gauss FZ Guard
0x455edc@mhfdat-jp.bin,ウェーバFZガード,Weber FZ Guard
0x455ee0@mhfdat-jp.bin,ギルバートFZガード,Gilbert FZ Guard
0x455ee4@mhfdat-jp.bin,ガウスHCアーム,Gauss HC Arms
0x455ee8@mhfdat-jp.bin,ウェーバHCアーム,Weber HC Arms
0x455eec@mhfdat-jp.bin,ギルバートHCアーム,Gilbert HC Arms
0x455ef0@mhfdat-jp.bin,ガウスHCガード,Gauss HC Guard
0x455ef4@mhfdat-jp.bin,ウェーバHCガード,Weber HC Guard
0x455ef8@mhfdat-jp.bin,ギルバートHCガード,Gilbert HC Guard
0x455efc@mhfdat-jp.bin,シャランFZアーム・青,Shaln FZ Arms・Blue
0x455f00@mhfdat-jp.bin,シャランHCアーム・青,Shaln HC Arms・Blue
0x455f04@mhfdat-jp.bin,シャランFZガード・青,Shaln FZ Guard・Blue
0x455f08@mhfdat-jp.bin,シャランHCガード・青,Shaln HC Guard・Blue
0x455f0c@mhfdat-jp.bin,シャランFZアーム・緑,Shaln FZ Arms・Green
0x455f10@mhfdat-jp.bin,シャランHCアーム・緑,Shaln HC Arms・Green
0x455f14@mhfdat-jp.bin,シャランFZガード・緑,Shaln FZ Guard・Green
0x455f18@mhfdat-jp.bin,シャランHCガード・緑,Shaln HC Guard・Green
0x455f1c@mhfdat-jp.bin,シャランFZアーム・紫,Shaln FZ Arms・Purple
0x455f20@mhfdat-jp.bin,シャランHCアーム・紫,Shaln HC Arms・Purple
0x455f24@mhfdat-jp.bin,シャランFZガード・紫,Shaln FZ Guard・Purple
0x455f28@mhfdat-jp.bin,シャランHCガード・紫,Shaln HC Guard・Purple
0x455f2c@mhfdat-jp.bin,シャランFZアーム・白,Shaln FZ Arms・White
0x455f30@mhfdat-jp.bin,シャランHCアーム・白,Shaln HC Arms・White
0x455f34@mhfdat-jp.bin,シャランFZガード・白,Shaln FZ Guard・White
0x455f38@mhfdat-jp.bin,シャランHCガード・白,Shaln HC Guard・White
0x455f3c@mhfdat-jp.bin,ダミー,
0x455f40@mhfdat-jp.bin,ダミー,
0x455f44@mhfdat-jp.bin,ダミー,
0x455f48@mhfdat-jp.bin,ダミー,
0x455f4c@mhfdat-jp.bin,ダミー,
0x455f50@mhfdat-jp.bin,ダミー,
0x455f54@mhfdat-jp.bin,ダミー,
0x455f58@mhfdat-jp.bin,ダミー,
0x455f5c@mhfdat-jp.bin,ダミー,
0x455f60@mhfdat-jp.bin,ダミー,
0x455f64@mhfdat-jp.bin,ダミー,
0x455f68@mhfdat-jp.bin,ダミー,
0x455f6c@mhfdat-jp.bin,ダミー,
0x455f70@mhfdat-jp.bin,ダミー,
0x455f74@mhfdat-jp.bin,ダミー,
0x455f78@mhfdat-jp.bin,ダミー,
0x455f7c@mhfdat-jp.bin,ダミー,
0x455f80@mhfdat-jp.bin,ダミー,
0x455f84@mhfdat-jp.bin,ダミー,
0x455f88@mhfdat-jp.bin,ダミー,
0x455f8c@mhfdat-jp.bin,ダミー,
0x455f90@mhfdat-jp.bin,ダミー,
0x455f94@mhfdat-jp.bin,クアルアーム,Kuaru Arms
0x455f98@mhfdat-jp.bin,クアルＦアーム,Kuaru F Arms
0x455f9c@mhfdat-jp.bin,クアルFXアーム,Kuaru FX Arms
0x455fa0@mhfdat-jp.bin,クアルガード,Kuaru Guard
0x455fa4@mhfdat-jp.bin,クアルＦガード,Kuaru F Guard
0x455fa8@mhfdat-jp.bin,クアルFXガード,Kuaru FX Guard
0x455fac@mhfdat-jp.bin,ウィンドハトゥー,Wind ハトゥー
0x455fb0@mhfdat-jp.bin,ウィンドマカーン,Wind マカーン
0x455fb4@mhfdat-jp.bin,ルコクロウSP白,Ruko クロウ SP White
0x455fb8@mhfdat-jp.bin,ルコクロウSP青,Ruko クロウ SP Blue
0x455fbc@mhfdat-jp.bin,ルコクロウSP赤,Ruko クロウ SP Red
0x455fc0@mhfdat-jp.bin,ルコフィストSP白,Ruko フィスト SP White
0x455fc4@mhfdat-jp.bin,ルコフィストSP青,Ruko フィスト SP Blue
0x455fc8@mhfdat-jp.bin,ルコフィストSP赤,Ruko フィスト SP Red
0x455fcc@mhfdat-jp.bin,コムラダアームSP白赤,Comrade Arms SP White Red
0x455fd0@mhfdat-jp.bin,コムラダアームSP白青,Comrade Arms SP White Blue
0x455fd4@mhfdat-jp.bin,コムラダアームSP白黄,Comrade Arms SP White Yellow
0x455fd8@mhfdat-jp.bin,ルベライトアーム,Rubellite Arms
0x455fdc@mhfdat-jp.bin,ルベライトＦアーム,Rubellite F Arms
0x455fe0@mhfdat-jp.bin,ルベライトFXアーム,Rubellite FX Arms
0x455fe4@mhfdat-jp.bin,ラズライトアーム,ラズライト Arms
0x455fe8@mhfdat-jp.bin,ラズライトＦアーム,ラズライトF Arms
0x455fec@mhfdat-jp.bin,ラズライトFXアーム,ラズライトFX Arms
0x455ff0@mhfdat-jp.bin,ジルコンアーム,Zircon Arms
0x455ff4@mhfdat-jp.bin,ジルコンＦアーム,Zircon F Arms
0x455ff8@mhfdat-jp.bin,ジルコンFXアーム,Zircon FX Arms
0x455ffc@mhfdat-jp.bin,スピネルアーム,Spinel Arms
0x456000@mhfdat-jp.bin,スピネルＦアーム,Spinel F Arms
0x456004@mhfdat-jp.bin,スピネルFXアーム,Spinel FX Arms
0x456008@mhfdat-jp.bin,パイローブアーム,Pyrope Arms
0x45600c@mhfdat-jp.bin,パイローブＦアーム,Pyrope F Arms
0x456010@mhfdat-jp.bin,パイローブFXアーム,Pyrope FX Arms
0x456014@mhfdat-jp.bin,アイオラアーム,アイオラ Arms
0x456018@mhfdat-jp.bin,アイオラＦアーム,アイオラF Arms
0x45601c@mhfdat-jp.bin,アイオラFXアーム,アイオラFX Arms
0x456020@mhfdat-jp.bin,ジェイドアーム,Jade Arms
0x456024@mhfdat-jp.bin,ジェイドＦアーム,Jade F Arms
0x456028@mhfdat-jp.bin,ジェイドFXアーム,Jade FX Arms
0x45602c@mhfdat-jp.bin,アゲートアーム,Agate Arms
0x456030@mhfdat-jp.bin,アゲートＦアーム,Agate F Arms
0x456034@mhfdat-jp.bin,アゲートFXアーム,Agate FX Arms
0x456038@mhfdat-jp.bin,シトリンガード,Citrine Guard
0x45603c@mhfdat-jp.bin,シトリンＦガード,Citrine F Guard
0x456040@mhfdat-jp.bin,シトリンFXガード,Citrine FX Guard
0x456044@mhfdat-jp.bin,ペリドットガード,Peridot Guard
0x456048@mhfdat-jp.bin,ペリドットＦガード,Peridot F Guard
0x45604c@mhfdat-jp.bin,ペリドットFXガード,Peridot FX Guard
0x456050@mhfdat-jp.bin,ターコイズガード,Turquoise Guard
0x456054@mhfdat-jp.bin,ターコイズＦガード,Turquoise F Guard
0x456058@mhfdat-jp.bin,ターコイズFXガード,Turquoise FX Guard
0x45605c@mhfdat-jp.bin,納言ノ袖,Valued Word Sleeve
0x456060@mhfdat-jp.bin,納言ノ袖・魁,Valued Word Sleeve・魁
0x456064@mhfdat-jp.bin,納言ノ袖・粋,Valued Word Sleeve・Smart
0x456068@mhfdat-jp.bin,納言ノ袖・華,Valued Word Sleeve・Flower
0x45606c@mhfdat-jp.bin,式部ノ袖,式部ノ Sleeve
0x456070@mhfdat-jp.bin,式部ノ袖・魁,式部ノ Sleeve・魁
0x456074@mhfdat-jp.bin,式部ノ袖・粋,式部ノ Sleeve・Smart
0x456078@mhfdat-jp.bin,式部ノ袖・華,式部ノ Sleeve・Flower
0x45607c@mhfdat-jp.bin,アルルアーム,Aruru Arms
0x456080@mhfdat-jp.bin,アルルＦアーム,Aruru F Arms
0x456084@mhfdat-jp.bin,アルルFYアーム,Aruru FY Arms
0x456088@mhfdat-jp.bin,アルルHCアーム,Aruru HC Arms
0x45608c@mhfdat-jp.bin,アルルガード,Aruru Guard
0x456090@mhfdat-jp.bin,アルルＦガード,Aruru F Guard
0x456094@mhfdat-jp.bin,アルルFYガード,Aruru FY Guard
0x456098@mhfdat-jp.bin,アルルHCガード,Aruru HC Guard
0x45609c@mhfdat-jp.bin,オーロワアーム,Oorowa Arms
0x4560a0@mhfdat-jp.bin,オーロワＦアーム,Oorowa F Arms
0x4560a4@mhfdat-jp.bin,オーロワFYアーム,Oorowa FY Arms
0x4560a8@mhfdat-jp.bin,オーロワHCアーム,Oorowa HC Arms
0x4560ac@mhfdat-jp.bin,オーロワガード,Oorowa Guard
0x4560b0@mhfdat-jp.bin,オーロワＦガード,Oorowa F Guard
0x4560b4@mhfdat-jp.bin,オーロワFYガード,Oorowa FY Guard
0x4560b8@mhfdat-jp.bin,オーロワHCガード,Oorowa HC Guard
0x4560bc@mhfdat-jp.bin,オネロＦアーム,Onero F Arms
0x4560c0@mhfdat-jp.bin,オネロＦガード,Onero F Guard
0x4560c4@mhfdat-jp.bin,ディールFYアーム,Diru FY Arms
0x4560c8@mhfdat-jp.bin,ディールFYガード,Diru FY Guard
0x4560cc@mhfdat-jp.bin,ストレガHCアーム,Strega HC Arms
0x4560d0@mhfdat-jp.bin,ストレガHCガード,Strega HC Guard
0x4560d4@mhfdat-jp.bin,ザーカーHCアーム,Zaakaa HC Arms
0x4560d8@mhfdat-jp.bin,チェイサーHCガード,Chaser HC Guard
0x4560dc@mhfdat-jp.bin,鬼神ノ篭手・極,Demon Lord Kote・Extreme
0x4560e0@mhfdat-jp.bin,鬼神ノ篭手・天,Demon Lord Kote・Heaven
0x4560e4@mhfdat-jp.bin,童子ノ篭手・極,童子ノ Kote・Extreme
0x4560e8@mhfdat-jp.bin,童子ノ篭手・天,童子ノ Kote・Heaven
0x4560ec@mhfdat-jp.bin,アナキＦアーム,アナキF Arms
0x4560f0@mhfdat-jp.bin,アナキFYアーム,アナキFY Arms
0x4560f4@mhfdat-jp.bin,アナキHCアーム,アナキHC Arms
0x4560f8@mhfdat-jp.bin,アナキＦガード,アナキF Guard
0x4560fc@mhfdat-jp.bin,アナキFYガード,アナキFY Guard
0x456100@mhfdat-jp.bin,アナキHCガード,アナキHC Guard
0x456104@mhfdat-jp.bin,ロイヤルFYアーム,Royal FY Arms
0x456108@mhfdat-jp.bin,ロイヤルHCアーム,Royal HC Arms
0x45610c@mhfdat-jp.bin,ロードFYガード,Lord FY Guard
0x456110@mhfdat-jp.bin,ロードHCガード,Lord HC Guard
0x456114@mhfdat-jp.bin,フレイアーム,フ Rathian ーム
0x456118@mhfdat-jp.bin,クロノスアーム,クロノス Arms
0x45611c@mhfdat-jp.bin,フレイガード,フレイ Guard
0x456120@mhfdat-jp.bin,クロノスガード,クロノス Guard
0x456124@mhfdat-jp.bin,ヒメロスHCアーム,Himeros HC Arms
0x456128@mhfdat-jp.bin,ブレシスHCアーム,Bureshisu HC Arms
0x45612c@mhfdat-jp.bin,カリエンHCガード,Charien HC Guard
0x456130@mhfdat-jp.bin,ブランFYアーム,Buran FY Arms
0x456134@mhfdat-jp.bin,ブランHCアーム,Buran HC Arms
0x456138@mhfdat-jp.bin,ゲリョスLXアーム,Gypceros LX Arms
0x45613c@mhfdat-jp.bin,ギザミLXアーム,Ceanataur LX Arms
0x456140@mhfdat-jp.bin,レックスLXアーム,Tigrex LX Arms
0x456144@mhfdat-jp.bin,モノブロスLXガード,Monoblos LX Guard
0x456148@mhfdat-jp.bin,ゲリョスRXアーム,Gypceros RX Arms
0x45614c@mhfdat-jp.bin,ギザミRXアーム,Ceanataur RX Arms
0x456150@mhfdat-jp.bin,エスピナRXファオスト,Espinas RX Grip
0x456154@mhfdat-jp.bin,モノデビルRXガード,Monodevil RX Guard
0x456158@mhfdat-jp.bin,カエシスアーム水,Cayssis Arms Water
0x45615c@mhfdat-jp.bin,カエシスＦアーム水,Cayssis F Arms Water
0x456160@mhfdat-jp.bin,カエシスFZアーム水,Cayssis FZ Arms Water
0x456164@mhfdat-jp.bin,カエシスガード水,Cayssis Guard Water
0x456168@mhfdat-jp.bin,カエシスＦガード水,Cayssis F Guard Water
0x45616c@mhfdat-jp.bin,カエシスFZガード水,Cayssis FZ Guard Water
0x456170@mhfdat-jp.bin,カエシスアーム赤,Cayssis Arms Red
0x456174@mhfdat-jp.bin,カエシスＦアーム赤,Cayssis F Arms Red
0x456178@mhfdat-jp.bin,カエシスFZアーム赤,Cayssis FZ Arms Red
0x45617c@mhfdat-jp.bin,カエシスガード赤,Cayssis Guard Red
0x456180@mhfdat-jp.bin,カエシスＦガード赤,Cayssis F Guard Red
0x456184@mhfdat-jp.bin,カエシスFZガード赤,Cayssis FZ Guard Red
0x456188@mhfdat-jp.bin,カエシスアーム青,Cayssis Arms Blue
0x45618c@mhfdat-jp.bin,カエシスＦアーム青,Cayssis F Arms Blue
0x456190@mhfdat-jp.bin,カエシスFZアーム青,Cayssis FZ Arms Blue
0x456194@mhfdat-jp.bin,カエシスガード青,Cayssis Guard Blue
0x456198@mhfdat-jp.bin,カエシスＦガード青,Cayssis F Guard Blue
0x45619c@mhfdat-jp.bin,カエシスFZガード青,Cayssis FZ Guard Blue
0x4561a0@mhfdat-jp.bin,カエシスアーム橙,Cayssis Arms Orange
0x4561a4@mhfdat-jp.bin,カエシスＦアーム橙,Cayssis F Arms Orange
0x4561a8@mhfdat-jp.bin,カエシスFZアーム橙,Cayssis FZ Arms Orange
0x4561ac@mhfdat-jp.bin,カエシスガード橙,Cayssis Guard Orange
0x4561b0@mhfdat-jp.bin,カエシスＦガード橙,Cayssis F Guard Orange
0x4561b4@mhfdat-jp.bin,カエシスFZガード橙,Cayssis FZ Guard Orange
0x4561b8@mhfdat-jp.bin,嵐転の篭手,Rolling Sky Kote
0x4561bc@mhfdat-jp.bin,嵐転の篭手・魁,Rolling Sky Kote・魁
0x4561c0@mhfdat-jp.bin,地転の篭手,Rolling Earth Kote
0x4561c4@mhfdat-jp.bin,地転の篭手・魁,Rolling Earth Kote・魁
0x4561c8@mhfdat-jp.bin,キュビィアーム,Cubie Arms
0x4561cc@mhfdat-jp.bin,キュビィＦアーム,Cubie F Arms
0x4561d0@mhfdat-jp.bin,キュビィFZアーム,Cubie FZ Arms
0x4561d4@mhfdat-jp.bin,キュビィガード,Cubie Guard
0x4561d8@mhfdat-jp.bin,キュビィＦガード,Cubie F Guard
0x4561dc@mhfdat-jp.bin,キュビィFZガード,Cubie FZ Guard
